Laptop Name,Current Price,MRP Price,Rating,Dedicated Graphic Memory Type,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Graphic Processor,Processor Generation,Processor Variant,Clock Speed,Cache,Number of Cores,Expandable Memory,RAM Frequency,Expandable SSD Capacity,Chipset,Memory Slots,RPM,Dedicated Graphic Memory Capacity,HDD Capacity,EMMC Storage Capacity,Cloud Storage
"AXL Intel Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Laptop  (15.6 inch, Dark Grey)","16,990","33,990",3.6,DDR4,Intel,Celeron Dual Core,Yes,256 GB,4 GB,DDR4,NA,,,,,,,,,,,,,,,
"CHUWI Intel Core i3 12th Gen Intel Core i3-1215U - (12 GB/512 GB SSD/Windows 11 Home) FreeBook 2 in 1 Laptop  (13.5 inch, Grey, 1340 g)","37,990","49,990",4.2,GDDR3,Intel,Core i3,Yes,512 GB,12 GB,LPDDR4,Intel Integrated Intel UHD Graphics,12th Gen,Intel Core i3-1215U,2.8GHz,10 MB,6,,,,,,,,,,
"HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 kg, With MS Office)","37,490","56,261",4.2,,Intel,Core i3,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,12th Gen,1215U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",12 MB,6,16 GB,3200 MHz,,,,,,,,
"ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg)","28,990","44,990",4.3,,Intel,Core i3,Yes,256 GB,8 GB,DDR4,Intel Integrated UHD,11th Gen,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,6,2,16,,2 TB,,,,,,,
"SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) NP550 Thin and Light Laptop  (15.6 Inch, Graphite, 1.80 Kg, With MS Office)","44,990","82,990",4.3,,Intel,Core i5,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,12th Gen,1235U,1.3GHz up to 4.4GHz,,,,,,,,,,,,
"Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.65 Kg)","27,990","39,157",4.3,,AMD,Ryzen 3 Quad Core,Yes,512 GB,8 GB,LPDDR5,AMD Radeon AMD,,7320U,2.4 GHz upto max turbo frequency at 4.1 Ghz,,,8,,512 GB,,,,,,,
"Acer Aspire 3 14 Metal Body Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Pro) A314-36M Thin and Light Laptop  (14 Inch, Silver, 1.4 Kg)","31,990","45,999",NA,,Intel,Core i3,Yes,512 GB,8 GB,LPDDR5,Intel Integrated UHD,12th Gen,N305,Max Frequency Up to 3.8 GHz,,,,,,,,,,,,
"Lenovo IdeaPad Slim1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ACL7 Thin and Light Laptop  (39.62 cm, Cloud Grey, 1.65 kg, With MS Office)","36,480","57,890",4.2,,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,AMD Radeon AMD,,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,11,6,12,,NA,,,,,,,
"ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thin and Light Laptop  (15.6 Inch, Blue, 1.76 Kg)","29,990","60,999",3.8,,Intel,Core i5,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,12th Gen,1235U,Max Turbo Frequency upto 4.4GHz,,,64 GB,,,,,,,,,
"MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thin and Light Laptop  (14 Inch, Urban Silver, 1.4 Kg)","37,990","64,990",4.3,,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,AMD Radeon AMD,,7530U,2.0 GHz upto max turbo frequency at 4.5 Ghz,,,,,,,,,,,,
"DELL Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Laptop  (15.6 inch, Titan Grey, 1.83 Kg, With MS Office)","42,990","56,340",4.1,,Intel,Core i5,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,11th Gen,1135G7,2.40 GHz up to 4.20 GHz,,,,,,,,,,,,
"DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.65 Kg, With MS Office)","35,450","51,335",4.2,,Intel,Core i3,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,12th Gen,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,,,,,,,,,,,,
"HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","37,949","54,552",4.3,,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,AMD Radeon AMD,,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,8,6,,,,,,,,,,
"Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop  (15.6 Inch, Silver, 1.6 Kg)","24,890","38,000",4.3,,AMD,Athlon Dual Core,Yes,512 GB,8 GB,DDR5,AMD Radeon AMD,,7120U,Max Turbo Frequency up to 3.5GHz,,,,,,,,,,,,
"HP 255 G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Notebook Notebook  (15.6 inch, Dark Ash, 1.78 kg)","25,890","44,912",4.1,,AMD,Ryzen 3 Dual Core,Yes,512 GB,8 GB,DDR4,AMD Radeon Vega 8 Graphics,,AMD Ryzen3 3250,"1.0 GHz base frequency, up to 3.6 GHz with Intel® Turbo Boost Technology,",4 Mb L3,2,upto 64 gb,,,AMD Radeon Vega 8 Graphics,2 SODIMM,,,,,
"ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ993WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.70 Kg, With MS Office)","39,990","58,990",4.3,,Intel,Core i3,Yes,512 GB,16 GB,DDR4,Intel Integrated UHD,12th Gen,1215U,Max turbo frequency at 4.4 Ghz,,,,,,,,,,,,
"HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business Laptop  (14 inch, Black, 1.98 kg)","25,999","40,528",4.2,,AMD,Ryzen 3 Dual Core,Yes,512 GB,8 GB,DDR4,AMD Radeon AMD Radeon™ Graphics,,AMD Ryzen 3 3250U,2.6 GHz base clock,4 MB L3 cache,2,,2400 MHz,,,2 SODIMM,2400,,,,
"HP G9 Intel Core i3 12th Gen 1220U - (8 GB/512 GB SSD/Windows 11 Pro) 240 G9 Laptop  (14 inch, Silver, 1.75 kg, With MS Office)","35,250","58,000",NA,DDR4,Intel,Core i3,Yes,512 GB,8 GB,DDR4,NA,12th Gen,1220U,3.2 GHZ,12MB,4,32,3200 MHz,1 TB,12500,2,,,,,
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15IHU6 Gaming Laptop  (15.6 inch, Black, 2.25 kg)","50,990","71,290",4.1,GDDR6,Intel,Core i5,Yes,512 GB,8 GB,DDR4,NVIDIA GeForce RTX 2050,11th Gen,11320H,"Base Frequency 3.2 GHz, Max Turbo Boost at 4.5 GHz",8 MB,4,16 GB,,,Intel SoC Platform,2,3200,4 GB,,,
"DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.83 Kg, With MS Office)","34,990","49,318",4.2,,Intel,Core i3,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,12th Gen,1215U,Up to 4.40 GHz,,,,,,,,,,,,
"MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-444IN Thin and Light Laptop  (14 Inch, Urban Silver, 1.4 Kg)","34,990","58,990",4.3,,Intel,Core i3,Yes,512 GB,16 GB,DDR4,Intel Integrated UHD,12th Gen,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.63 Kg, With MS Office)","47,990","76,890",4.2,,Intel,Core i5,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD Graphics,12th Gen,1235U,,12,10,16,3200 MHz,NA,Intel SoC Platform,,,,,,
"Acer Extensa (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","31,990","51,999",4.1,,AMD,Ryzen 5 Quad Core,Yes,512 GB,8 GB,LPDDR5,AMD Radeon AMD,,7520U,2.8GHz Upto 4.3GHz,,,8 GB,,,,,,,,,
"Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop  (15.6 inch, Steel Grey, 1.59 Kg)","34,990","56,990",NA,,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,AMD Radeon AMD,,5500U,Max Frequency Up to 4.00 GHz,,,,,,,,,,,,
"ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.70 kg, With MS Office)","35,990","56,990",4.3,,Intel,Core i3,Yes,512 GB,8 GB,DDR4,Intel Integrated Integrated,12th Gen,1215U,Upto 4.40GHz,10 MB,6,16,,1 TB,,,,,,,
"MSI GF63 Intel Core i5 11th Gen 11260H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) GF63 Thin 11SC-1493IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)","44,990","70,990",4.2,GDDR6,Intel,Core i5,Yes,512 GB,16 GB,DDR4,NVIDIA GeForce GTX 1650,11th Gen,11260H,Max Turbo Frequency up to 4.4GHz,,,64 GB,,4 TB,,,,4 GB,,,
"Apple 2020 Macbook Air Apple M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A  (13.3 inch, Space Grey, 1.29 kg)","74,990","99,900",4.7,,Apple,M1,Yes,256 GB,8 GB,DDR4,NA,,Apple M1 Chip,,,8,Upto 16 GB,,,,,,,,,
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)","33,490","63,190",4.2,,Intel,Core i3,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD Graphics,11th Gen,1115G4,4.1,6,2,16GB,2666 MHz,NA,Intel SoC Platform,2,,,,,
"Infinix Y1 Plus Neo Intel Intel Celeron Quad Core 11th Gen JSL N5100 - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop  (15.36 inch, Blue, 1.76 Kg)","22,990","39,990",4.1,,Intel,Celeron Quad Core,Yes,512 GB,8 GB,LPDDR4X,Intel Integrated UHD,11th Gen,JSL N5100,1.1GHz - 2.8GHz,,,,,,,,,,,,
"CHUWI Intel Core i3 12th Gen Intel Core i3-1215U - (12 GB/512 GB SSD/Windows 11 Home) FreeBook 2 in 1 Laptop  (13.5 inch, Grey, 1340 g)","37,990","49,990",4.2,GDDR3,Intel,Core i3,Yes,512 GB,12 GB,LPDDR4,Intel Integrated Intel UHD Graphics,12th Gen,Intel Core i3-1215U,2.8GHz,10 MB,6,,,,,,,,,,
"CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop  (14.1 inch, Grey, 1.39 kg)","16,990","34,990",3.7,DDR4,Intel,Celeron Dual Core,Yes,256 GB,8 GB,DDR4,Intel Integrated Intel UHD Graphics,11th Gen,N4020,2.6GHz,,2,,,,,,,,,,
"DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (14.96 inch, Carbon Black, 1.65 Kg, With MS Office)","45,999","70,742",4.1,,Intel,Core i5,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,12th Gen,1235U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",,,,,,,,,,,,
"HP AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop  (15.6 mm, Jet Black, 1.69 Kg, With MS Office)","30,980","43,631",4.2,,AMD,Ryzen 3 Dual Core,Yes,256 GB,8 GB,DDR4,AMD Radeon Radeon,,3250U,"2.6 GHz base clock, up to 3.5 GHz max boost clock",4,2,,2400 MHz,,,,,,,,
"ASUS Vivobook 16 (2023) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) X1605VAB-MB544WS Laptop  (16 Inch, Transparent Silver, 1.88 Kg, With MS Office)","58,990","84,990",4.5,,Intel,Core i5,Yes,512 GB,16 GB,DDR4,Intel Integrated Iris Xe,13th Gen,1335U,Max Turbo Frequency up to 4.6 GHz,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Ideapad 3 15ITL6 Ub Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.7 Kg, With MS Office)","33,990","55,490",NA,,Intel,Core i3,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD Graphics,11th Gen,1115G4,4.1,6,2,16GB,2666 MHz,NA,Intel SoC Platform,2,,,,,
"Infinix X3 Slim Intel Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light Laptop  (14 Inch, Grey, 1.24 Kg)","29,990","54,990",4.1,,Intel,Core i3,Yes,512 GB,8 GB,LPDDR4X,Intel Integrated UHD,12th Gen,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,,,,,,,,,,,,
"ASUS TUF Gaming F15 with 90WHr Battery Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz/75 TGP) FX506HC-HN362W Gaming Laptop  (15.6 Inch, Graphite Black, 2.30 Kg)","59,990","89,990",4.4,GDDR6,Intel,Core i5,Yes,512 GB,16 GB,DDR4,NVIDIA GeForce RTX 3050,11th Gen,11400H,2.7Ghz upto 4.5 GHz,,,32,,2 TB,,,,4 GB,,,
